funded_amnt,term,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,acc_now_delinq,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,loan_status
17500,60 months,404.21,C,C3,10,MORTGAGE,172500,Not Verified,debt_consolidation,NC,28.86,0,0,1985,1,23,0,69607,Fully Paid
2000,36 months,67.87,C,C2,6,RENT,35000,Source Verified,major_purchase,NC,5.78,1,0,2005,0,10,0,1017,Fully Paid
7500,36 months,242.54,B,B2,6,MORTGAGE,54000,Not Verified,debt_consolidation,AZ,14.38,0,0,1999,1,7,0,10783,Fully Paid
9000,36 months,336.73,E,E2,3,RENT,60000,Verified,debt_consolidation,FL,5.94,0,0,2006,1,6,1,2635,Fully Paid
14750,60 months,424.25,F,F3,10,RENT,33545.87,Source Verified,debt_consolidation,MD,31.91,0,0,1997,0,14,0,13544,Charged Off
5000,36 months,166.91,B,B4,4,RENT,44000,Not Verified,debt_consolidation,CA,12.98,0,0,2006,1,8,1,4652,Fully Paid
8000,36 months,277.72,C,C2,10,RENT,115000,Not Verified,debt_consolidation,UT,19.18,0,0,2000,0,14,0,17875,Fully Paid
21000,36 months,687.42,B,B2,1,OWN,50257.08,Source Verified,debt_consolidation,OR,24.28,0,0,2003,0,9,0,14652,Fully Paid
7200,36 months,226.92,A,A5,2,MORTGAGE,207000,Not Verified,credit_card,MN,5.97,0,0,1990,3,9,0,6486,Fully Paid
10000,36 months,327.34,B,B2,4,RENT,90000,Source Verified,debt_consolidation,CA,6.23,0,0,2010,0,6,0,2654,Fully Paid
12000,60 months,272.98,C,C1,10,RENT,188500,Not Verified,debt_consolidation,CA,12.61,0,0,1994,0,8,0,27397,Fully Paid
20000,36 months,660,B,B3,3,RENT,250000,Source Verified,debt_consolidation,TX,9.47,0,0,1993,1,15,0,41458,Fully Paid
8000,36 months,261.88,B,B3,2,RENT,30000,Source Verified,debt_consolidation,IN,14.24,0,0,2001,0,8,0,11004,Fully Paid
24000,60 months,668.33,E,E3,1,MORTGAGE,90000,Verified,debt_consolidation,WY,32.29,0,0,2000,5,16,0,7998,Fully Paid
9600,36 months,316.53,B,B5,5,RENT,45000,Verified,credit_card,WA,21.01,4,0,1999,0,6,0,12232,Fully Paid
9875,36 months,366.84,D,D5,10,MORTGAGE,50000,Source Verified,other,LA,23.67,0,0,1995,0,13,0,10104,Fully Paid
18000,36 months,590.5,B,B2,3,MORTGAGE,46000,Not Verified,debt_consolidation,MI,12.29,0,0,1989,0,14,0,4759,Charged Off
16000,36 months,527.39,B,B5,3,MORTGAGE,52000,Source Verified,debt_consolidation,RI,15.09,4,0,1987,0,12,1,15752,Fully Paid
18000,60 months,447.25,D,D3,3,RENT,72000,Not Verified,debt_consolidation,FL,38.84,0,0,1997,0,22,0,55317,Charged Off
4000,36 months,136.06,C,C3,4,RENT,60000,Verified,debt_consolidation,NJ,19.5,0,0,1998,2,10,0,3521,Fully Paid
16800,60 months,399.59,C,C4,9,OWN,1.00E+05,Source Verified,debt_consolidation,NE,12.66,0,0,1995,3,24,2,7671,Fully Paid
20000,36 months,654.68,B,B4,8,OWN,60000,Not Verified,medical,MT,3.22,0,0,1994,0,2,0,5646,Charged Off
2875,36 months,94.73,B,B4,4,OWN,32000,Source Verified,debt_consolidation,AZ,2.18,0,0,2010,0,3,0,2033,Fully Paid
14400,60 months,323.39,B,B4,10,MORTGAGE,1.00E+05,Not Verified,credit_card,CA,9.89,0,0,2003,0,9,0,9412,Fully Paid
5000,36 months,152.18,A,A1,1,RENT,50000,Not Verified,car,CA,4.46,0,0,2002,0,5,0,1342,Fully Paid
14550,36 months,491.02,B,B4,10,MORTGAGE,41113.74,Not Verified,debt_consolidation,CA,13.4,0,0,1997,0,12,0,9177,Fully Paid
6000,36 months,206.5,C,C4,8,RENT,54000,Source Verified,debt_consolidation,CA,3.62,0,0,2008,0,4,0,4211,Fully Paid
15850,36 months,593.09,E,E1,10,MORTGAGE,55000,Not Verified,debt_consolidation,TX,9.93,1,0,1994,0,4,0,19068,Charged Off
10000,36 months,314.2,B,B1,4,MORTGAGE,86262,Source Verified,home_improvement,MO,5.82,0,0,1975,0,8,1,11537,Charged Off
3500,36 months,109.52,A,A4,10,MORTGAGE,79500,Not Verified,debt_consolidation,CA,20.15,0,0,1990,0,17,0,46285,Fully Paid
12000,36 months,377.04,B,B1,2,MORTGAGE,68000,Not Verified,credit_card,IN,22.47,0,0,2004,1,24,0,11922,Fully Paid
6000,36 months,197.69,B,B4,3,RENT,41600,Not Verified,debt_consolidation,FL,22.74,0,0,2006,0,8,0,2199,Fully Paid
8000,36 months,274.71,C,C1,1,RENT,52000,Not Verified,credit_card,NY,15.95,0,0,2003,0,12,0,7551,Fully Paid
12000,36 months,393.67,B,B2,3,RENT,71968,Source Verified,credit_card,CO,5.57,0,0,1999,1,5,0,5393,Fully Paid
2800,36 months,107.16,E,E5,10,MORTGAGE,50000,Not Verified,home_improvement,NC,31.11,0,0,1990,0,16,0,32576,Fully Paid
18500,36 months,570.3,A,A3,9,MORTGAGE,105000,Not Verified,home_improvement,SC,13.77,0,0,1986,1,16,0,37485,Fully Paid
14700,36 months,503.56,C,C2,3,RENT,98500,Not Verified,credit_card,AZ,4.39,0,0,1997,0,5,1,3192,Fully Paid
12350,60 months,241.88,A,A4,10,OWN,60000,Verified,debt_consolidation,NY,12.36,0,0,1982,2,9,0,7960,Fully Paid
35000,60 months,838.36,C,C2,4,MORTGAGE,135283.2,Source Verified,debt_consolidation,CA,12.17,0,0,1998,0,17,0,21344,Fully Paid
10400,36 months,374.79,D,D1,2,RENT,40000,Not Verified,debt_consolidation,NY,13.62,0,0,2004,1,7,0,20196,Fully Paid
5000,36 months,166.77,C,C1,6,RENT,17000,Not Verified,credit_card,NY,9.6,0,0,2011,0,7,0,4259,Charged Off
25000,60 months,621.18,D,D3,10,RENT,75000,Verified,debt_consolidation,NY,27.21,0,0,1999,0,11,0,4642,Charged Off
6000,36 months,194.03,B,B2,10,MORTGAGE,90000,Not Verified,car,AL,14.19,1,0,1997,0,6,0,3581,Fully Paid
18000,36 months,629.37,D,D1,1,RENT,45000,Verified,credit_card,SC,36.19,0,0,1987,2,20,0,35369,Charged Off
3000,36 months,98.21,B,B2,5,RENT,60000,Not Verified,debt_consolidation,FL,20.36,0,0,1989,1,9,0,22949,Fully Paid
23000,36 months,754.52,B,B2,10,RENT,187560,Not Verified,debt_consolidation,HI,22.14,0,0,1990,0,18,0,35718,Fully Paid
7000,60 months,155.68,B,B5,6,OWN,56000,Not Verified,major_purchase,IL,4.84,0,0,2003,1,4,0,1481,Fully Paid
11200,36 months,375.71,C,C2,0,RENT,95400,Verified,other,CA,31.45,0,0,2003,0,11,0,7982,Fully Paid
14925,60 months,370.85,D,D1,7,OWN,35787,Source Verified,credit_card,AR,20.56,0,0,2000,2,4,0,15583,Fully Paid
9600,36 months,314.25,B,B2,10,MORTGAGE,70000,Verified,credit_card,CA,27.19,1,0,2001,1,8,0,8369,Fully Paid
21600,36 months,669.52,A,A4,6,MORTGAGE,108000,Not Verified,credit_card,PA,17.93,0,0,2002,0,15,0,16387,Charged Off
12000,36 months,408.22,B,B5,10,MORTGAGE,54000,Not Verified,debt_consolidation,CA,28.4,1,0,1981,0,15,0,9229,Fully Paid
9000,36 months,293.59,B,B4,10,RENT,65000,Source Verified,credit_card,TN,11.41,0,0,1998,0,3,0,9295,Fully Paid
21000,60 months,589.35,F,F2,10,OWN,122000,Verified,debt_consolidation,TX,14.14,0,0,2004,2,11,0,15219,Fully Paid
14000,36 months,478.36,C,C3,1,RENT,78000,Not Verified,debt_consolidation,FL,17.97,0,0,1994,1,20,0,3474,Fully Paid
18000,60 months,506.92,F,F1,10,MORTGAGE,54000,Verified,debt_consolidation,NC,24.8,0,0,1998,2,12,0,15527,Fully Paid
20000,36 months,674.37,B,B5,3,MORTGAGE,135000,Verified,debt_consolidation,DE,9.08,0,0,2001,2,9,0,15447,Fully Paid
18900,60 months,539.67,F,F3,8,OWN,45500,Source Verified,debt_consolidation,NY,29.86,0,0,2003,1,15,0,27866,Fully Paid
3500,36 months,115.77,B,B3,0,RENT,33000,Source Verified,medical,OH,19.96,0,0,1999,1,8,0,4739,Fully Paid
7925,36 months,280.78,D,D2,0,RENT,45000,Verified,debt_consolidation,CA,15.47,0,0,2004,1,10,0,23785,Fully Paid
4000,36 months,133.99,C,C2,3,MORTGAGE,56024,Source Verified,home_improvement,CA,34.68,0,0,2009,0,9,0,11297,Fully Paid
12000,36 months,392.81,B,B2,9,MORTGAGE,47000,Source Verified,credit_card,NC,28.29,0,0,1988,3,10,0,30798,Fully Paid
9100,36 months,300.04,B,B4,1,RENT,57500,Source Verified,debt_consolidation,NY,20.74,0,0,2000,0,11,0,28010,Fully Paid
24600,36 months,811.57,B,B5,6,MORTGAGE,355000,Verified,other,NJ,15.1,0,0,1988,0,20,0,25835,Fully Paid
17600,60 months,424.36,D,D1,10,RENT,94800,Source Verified,home_improvement,CA,12.44,2,0,1976,0,11,0,8981,Fully Paid
20000,36 months,665.44,B,B3,1,MORTGAGE,150000,Not Verified,moving,CA,0.2,0,0,2008,0,3,0,57,Fully Paid
12000,36 months,412.06,C,C2,7,OWN,73000,Source Verified,debt_consolidation,MO,15.91,0,0,2002,0,6,1,4956,Fully Paid
18000,36 months,547.84,A,A1,9,MORTGAGE,118000,Source Verified,debt_consolidation,FL,6.02,0,0,1998,0,14,0,19458,Fully Paid
11200,36 months,340.88,A,A1,2,RENT,60000,Not Verified,debt_consolidation,CA,8.45,0,0,1980,0,9,0,16854,Fully Paid
20000,36 months,667.64,B,B4,3,MORTGAGE,180000,Source Verified,home_improvement,NY,30.67,0,0,1999,0,14,0,46697,Fully Paid
5000,36 months,166.36,B,B3,7,MORTGAGE,24000,Not Verified,debt_consolidation,MI,22.75,0,0,1994,1,7,0,4155,Fully Paid
7500,36 months,253.11,B,B4,1,RENT,30000,Not Verified,debt_consolidation,RI,26.96,1,0,1981,0,12,0,8094,Fully Paid
15000,36 months,500.73,B,B4,10,MORTGAGE,75000,Verified,debt_consolidation,NC,24.72,0,0,1993,1,19,2,18046,Fully Paid
7300,36 months,233.22,A,A4,4,MORTGAGE,30000,Not Verified,debt_consolidation,WV,10.52,0,0,2000,3,16,0,8351,Fully Paid
19500,36 months,597.57,A,A2,7,MORTGAGE,110000,Not Verified,credit_card,CA,24.25,0,0,1991,2,18,0,17656,Fully Paid
3000,36 months,105.91,D,D2,10,MORTGAGE,33000,Not Verified,other,IL,16.69,0,0,2003,2,11,0,7813,Fully Paid
30000,36 months,987.72,B,B3,3,MORTGAGE,110000,Source Verified,debt_consolidation,CO,30.53,1,0,2001,0,8,0,28002,Fully Paid
16800,60 months,377.03,C,C1,10,MORTGAGE,60000,Source Verified,home_improvement,MI,13.2,0,0,2000,2,5,0,1339,Fully Paid
17275,60 months,448.03,D,D4,2,MORTGAGE,45000,Not Verified,home_improvement,PA,28.16,0,0,2003,0,18,0,8794,Fully Paid
15000,36 months,499.08,B,B3,6,MORTGAGE,48000,Not Verified,debt_consolidation,CA,17.75,0,0,2007,0,9,0,11631,Charged Off
28000,60 months,638.67,B,B4,9,MORTGAGE,200174,Verified,debt_consolidation,NY,4.18,0,0,1999,6,8,0,44043,Fully Paid
12600,36 months,444.79,C,C4,9,MORTGAGE,36000,Verified,debt_consolidation,CO,10.17,0,0,1994,1,10,0,14858,Fully Paid
10150,36 months,322.3,A,A5,10,RENT,47000,Source Verified,credit_card,KS,17.29,0,0,2003,0,6,0,9602,Fully Paid
14000,60 months,384.05,F,F3,5,RENT,65000,Source Verified,small_business,MO,2.66,2,0,1990,1,4,0,4479,Fully Paid
10000,36 months,332.1,B,B3,5,MORTGAGE,130000,Source Verified,debt_consolidation,UT,20.7,0,0,2000,1,21,0,30130,Fully Paid
6625,36 months,227.4,C,C1,5,RENT,35000,Source Verified,debt_consolidation,FL,30.99,0,0,2007,0,7,0,5442,Fully Paid
11500,36 months,361.38,A,A5,2,OWN,56000,Source Verified,debt_consolidation,TX,27.65,0,0,2001,1,19,0,16150,Fully Paid
20725,60 months,501.8,C,C3,10,MORTGAGE,70000,Source Verified,debt_consolidation,NY,14.91,0,0,1995,2,15,0,19626,Charged Off
1600,36 months,52.08,B,B2,8,MORTGAGE,36000,Verified,home_improvement,WI,24.03,0,0,1996,0,7,0,15649,Fully Paid
7525,36 months,270.43,D,D4,8,MORTGAGE,120000,Verified,home_improvement,CA,10.31,0,0,2002,3,10,1,2335,Fully Paid
28000,60 months,868.26,F,F5,10,RENT,170000,Verified,debt_consolidation,CA,31.72,0,0,2006,2,10,0,24016,Fully Paid
27500,60 months,566.47,B,B1,10,RENT,59000,Source Verified,credit_card,OR,25.98,0,0,1993,0,21,0,21929,Fully Paid
8000,36 months,269.98,B,B4,3,RENT,25000,Source Verified,credit_card,OH,29.52,0,0,1987,0,15,0,6840,Charged Off
21000,60 months,443.61,B,B3,10,OWN,72000,Not Verified,debt_consolidation,MI,17.68,0,0,1993,0,9,0,9879,Fully Paid
10000,36 months,311.94,A,A4,7,MORTGAGE,48000,Not Verified,credit_card,TX,6.58,0,0,2006,0,10,0,10240,Fully Paid
16575,60 months,439.05,E,E3,10,MORTGAGE,46000,Not Verified,debt_consolidation,TX,37.53,0,0,1988,1,17,0,15339,Fully Paid
12000,36 months,412.06,C,C1,2,RENT,81000,Not Verified,debt_consolidation,DC,24.07,0,0,2001,0,13,0,13376,Fully Paid
28000,60 months,741.68,D,D4,2,MORTGAGE,130000,Not Verified,debt_consolidation,MA,25.12,0,0,2000,0,19,0,59099,Fully Paid
5500,36 months,188.22,B,B5,10,RENT,25000,Verified,debt_consolidation,DE,8.02,0,0,2006,0,6,0,4672,Fully Paid
7200,36 months,232.87,B,B1,3,MORTGAGE,103900.08,Verified,debt_consolidation,NY,13.32,0,0,2001,1,7,0,30612,Fully Paid
8675,36 months,331.98,E,E5,0,OWN,29000,Not Verified,debt_consolidation,PA,38.74,0,0,1999,1,11,0,12219,Fully Paid
24000,60 months,688.07,F,F5,5,MORTGAGE,93000,Verified,debt_consolidation,GA,17.38,0,0,2004,1,7,0,9539,Charged Off
9000,36 months,280.75,A,A4,4,OWN,49000,Not Verified,debt_consolidation,LA,29.86,0,0,1992,0,9,0,2057,Fully Paid
21500,36 months,779.98,E,E1,10,MORTGAGE,60000,Source Verified,debt_consolidation,FL,20.65,0,0,2007,2,12,0,15923,Fully Paid
10000,60 months,262.34,D,D5,6,RENT,38000,Source Verified,debt_consolidation,NY,33.35,0,0,2005,0,9,0,8877,Fully Paid
18000,60 months,442.43,D,D3,10,RENT,51000,Source Verified,debt_consolidation,NC,27.29,2,0,1999,0,7,0,5237,Fully Paid
20850,60 months,502.4,D,D3,10,MORTGAGE,68000,Source Verified,small_business,CA,0.6,0,0,1993,4,2,0,0,Charged Off
11000,36 months,344.15,A,A5,1,MORTGAGE,55000,Not Verified,debt_consolidation,NC,11.11,0,0,2002,1,4,1,2819,Fully Paid
12000,60 months,260.85,B,B4,10,MORTGAGE,66000,Source Verified,debt_consolidation,FL,21.65,0,0,2001,1,9,0,4663,Fully Paid
8000,36 months,263.93,B,B5,2,MORTGAGE,42500,Source Verified,debt_consolidation,LA,17.79,0,0,2002,0,11,0,18955,Fully Paid
8000,36 months,255.04,B,B2,10,RENT,54000,Not Verified,debt_consolidation,NJ,17.58,1,0,2002,1,5,1,6396,Fully Paid
20000,36 months,635.07,A,A5,4,MORTGAGE,165000,Verified,credit_card,CA,10.83,3,0,1998,0,10,0,72937,Fully Paid
35000,36 months,1244.02,C,C5,1,RENT,6.00E+05,Source Verified,debt_consolidation,FL,6.14,0,0,1988,0,13,1,2350,Charged Off
17000,36 months,564.57,B,B3,2,MORTGAGE,65000,Verified,credit_card,NY,10.25,3,0,1996,1,11,0,11953,Fully Paid
1200,36 months,38.72,B,B3,0,OWN,45000,Not Verified,credit_card,SC,12.16,0,0,2009,0,6,0,5889,Fully Paid
5000,36 months,172.09,C,C4,10,OWN,80000,Source Verified,debt_consolidation,CA,19.32,0,0,1994,2,6,0,4415,Fully Paid
28000,36 months,879.75,B,B1,10,MORTGAGE,91000,Verified,debt_consolidation,PA,30.48,0,0,1994,0,19,0,38742,Fully Paid
9000,36 months,298.89,C,C1,9,RENT,84000,Verified,car,CA,14.28,0,0,2002,2,15,0,10947,Charged Off
33950,36 months,1078.03,A,A5,10,OWN,68000,Verified,small_business,TX,27.88,0,0,1998,4,17,0,3935,Fully Paid
12625,60 months,340.77,F,F1,9,MORTGAGE,54000,Verified,debt_consolidation,CA,18.02,1,0,2004,2,5,0,0,Fully Paid
20000,36 months,608.72,A,A1,5,MORTGAGE,50000,Verified,debt_consolidation,AZ,24.61,2,0,1980,2,11,0,5253,Fully Paid
10500,36 months,342.67,B,B4,0,MORTGAGE,96000,Not Verified,debt_consolidation,VA,12.66,0,0,2005,0,20,0,13900,Fully Paid
14000,36 months,464.94,B,B3,3,RENT,53000,Source Verified,debt_consolidation,FL,15.67,0,0,1976,2,10,0,9719,Fully Paid
16000,60 months,481.33,E,E5,10,RENT,70000,Source Verified,debt_consolidation,NY,13.38,0,0,2006,0,12,0,26337,Fully Paid
8500,36 months,293.95,D,D3,3,OWN,50000,Not Verified,debt_consolidation,OH,6.55,0,0,2005,0,5,0,5112,Fully Paid
10000,36 months,332.1,B,B3,9,MORTGAGE,54500,Verified,small_business,TX,13.26,0,0,2002,1,9,0,12938,Fully Paid
8000,60 months,222.78,E,E3,1,RENT,59700,Source Verified,debt_consolidation,CA,15.02,1,0,2005,2,7,1,4221,Fully Paid
20000,60 months,416.82,B,B2,10,MORTGAGE,60000,Not Verified,credit_card,NH,22.42,0,0,2001,0,12,0,20182,Charged Off
24000,60 months,607.62,D,D5,5,MORTGAGE,70000,Not Verified,other,CA,18.02,0,0,2009,0,23,0,3097,Charged Off
1500,36 months,46.16,A,A2,7,MORTGAGE,115000,Source Verified,credit_card,NV,0.75,0,0,2001,1,8,0,8588,Fully Paid
25000,60 months,719.06,F,F2,5,RENT,75000,Verified,debt_consolidation,NY,8.95,0,0,2006,0,9,0,12806,Fully Paid
4450,36 months,154.75,C,C3,8,RENT,24000,Verified,credit_card,CT,32.25,1,0,1987,0,15,0,5733,Fully Paid
16000,60 months,353.25,B,B4,0,RENT,58000,Source Verified,debt_consolidation,CA,18.44,0,0,1999,0,11,0,14985,Fully Paid
14400,60 months,316.92,B,B5,4,MORTGAGE,72000,Not Verified,debt_consolidation,FL,16.82,0,0,1996,0,11,2,10960,Fully Paid
11875,36 months,435.24,E,E1,0,RENT,50000,Source Verified,other,NY,7.83,0,0,2010,2,13,0,6113,Fully Paid
20325,60 months,505.02,D,D3,10,MORTGAGE,57600,Source Verified,credit_card,GA,33.2,0,0,1962,0,19,0,28202,Fully Paid
11200,36 months,350.46,A,A4,1,MORTGAGE,65000,Not Verified,debt_consolidation,AL,24.94,2,0,1999,2,15,0,7510,Fully Paid
35000,60 months,937.06,E,E2,2,RENT,145000,Verified,debt_consolidation,NY,11.21,0,0,2003,0,8,0,10860,Fully Paid
12500,36 months,411.85,B,B4,3,RENT,51000,Not Verified,debt_consolidation,AZ,22.14,0,0,2009,1,12,0,13924,Fully Paid
14700,60 months,397.61,E,E5,7,RENT,49000,Verified,debt_consolidation,VA,19.45,0,0,2008,0,5,0,8313,Charged Off
28000,60 months,704.49,D,D4,2,RENT,93965,Source Verified,debt_consolidation,AZ,31.19,0,0,1986,1,15,0,35955,Charged Off
24000,36 months,736.89,A,A2,10,MORTGAGE,80000,Verified,major_purchase,AL,22.73,0,0,1994,0,9,0,452,Fully Paid
11550,36 months,426.13,D,D5,9,MORTGAGE,34000,Not Verified,credit_card,MO,19.91,0,0,2002,1,7,0,7222,Fully Paid
4475,36 months,169.01,E,E3,2,MORTGAGE,55000,Not Verified,debt_consolidation,WY,21.01,0,0,2010,0,11,0,5042,Charged Off
10700,60 months,290.56,E,E3,8,RENT,38000,Not Verified,major_purchase,TX,20.36,0,0,2005,1,23,1,4264,Charged Off
6400,36 months,202.01,A,A5,2,MORTGAGE,50000,Not Verified,debt_consolidation,NY,18.82,0,0,2005,0,12,0,2399,Fully Paid
4800,36 months,174.14,D,D3,7,MORTGAGE,45000,Source Verified,debt_consolidation,GA,19.36,2,0,2002,1,12,1,7155,Fully Paid
35000,60 months,778.38,C,C1,4,OWN,280000,Source Verified,credit_card,SC,13.45,0,0,1994,0,10,0,36183,Fully Paid
7000,36 months,216.05,A,A3,2,RENT,70000,Not Verified,major_purchase,PA,28.29,1,0,2007,1,21,0,4398,Fully Paid
5000,36 months,172.48,C,C5,3,MORTGAGE,105000,Source Verified,debt_consolidation,MD,9.04,1,0,1996,1,21,0,24659,Fully Paid
7000,36 months,243.73,C,C2,4,MORTGAGE,42000,Source Verified,debt_consolidation,FL,19.4,0,0,2002,0,12,0,10518,Fully Paid
23000,60 months,578.69,D,D4,10,RENT,58000,Source Verified,credit_card,NC,27.48,1,0,1998,0,11,0,22181,Charged Off
16000,60 months,417.17,E,E2,1,RENT,60000,Source Verified,debt_consolidation,CA,22.46,0,0,1998,1,9,0,21892,Fully Paid
2000,36 months,69.64,C,C4,10,MORTGAGE,68000,Source Verified,debt_consolidation,PA,23.54,0,0,1993,0,15,0,24098,Charged Off
19200,60 months,462.94,C,C3,1,RENT,68000,Verified,debt_consolidation,TX,6.92,0,0,1990,0,5,0,7042,Fully Paid
4000,60 months,97.89,C,C4,5,RENT,29232,Source Verified,debt_consolidation,CA,16.91,0,0,2005,1,10,0,978,Fully Paid
15000,60 months,362.95,D,D1,4,RENT,75000,Not Verified,debt_consolidation,FL,20.62,0,0,1994,3,21,0,7771,Charged Off
6400,36 months,200.2,A,A5,3,RENT,38000,Not Verified,debt_consolidation,CA,17.94,0,0,1989,0,7,0,9443,Fully Paid
17000,36 months,565.62,B,B3,4,RENT,65500,Not Verified,debt_consolidation,GA,25.54,0,0,2002,0,7,0,32108,Charged Off
15000,36 months,491.01,B,B2,0,RENT,80000,Not Verified,major_purchase,IL,3.84,0,0,2003,1,8,0,6205,Fully Paid
21000,60 months,516.84,D,D2,10,MORTGAGE,92000,Verified,debt_consolidation,VA,29.77,0,0,2004,4,18,0,8699,Charged Off
24650,60 months,577.54,C,C4,8,RENT,65000,Source Verified,debt_consolidation,FL,15.64,0,0,2006,0,16,0,16889,Fully Paid
15000,36 months,467.91,A,A4,6,RENT,77000,Not Verified,debt_consolidation,CA,24.42,0,0,2001,0,8,0,43685,Fully Paid
31000,36 months,988.25,B,B2,3,RENT,136240,Source Verified,debt_consolidation,TX,15.82,0,0,1998,0,5,0,18448,Fully Paid
24000,36 months,835.62,C,C2,4,RENT,108500,Verified,credit_card,MD,28.14,0,0,1979,3,15,0,36949,Fully Paid
22000,60 months,519.35,C,C3,1,RENT,1.00E+05,Verified,credit_card,MO,12.52,0,0,1995,1,9,0,21083,Fully Paid
19075,36 months,629.48,B,B3,4,MORTGAGE,43000,Verified,debt_consolidation,TX,32.48,0,0,2001,1,21,0,16542,Fully Paid
4375,36 months,152.98,C,C5,7,RENT,42000,Not Verified,credit_card,CA,16.86,0,0,2001,1,16,0,22005,Fully Paid
21000,60 months,488.53,C,C4,3,RENT,75000,Source Verified,small_business,FL,11.82,0,0,1995,2,9,1,7655,Fully Paid
4800,36 months,160.33,C,C1,7,RENT,43000,Not Verified,debt_consolidation,WA,30.37,2,0,1997,0,13,0,4040,Charged Off
6000,36 months,201.42,C,C1,10,RENT,61000,Verified,debt_consolidation,TX,29.33,0,0,1999,0,15,0,5360,Fully Paid
15000,60 months,339.31,C,C1,10,MORTGAGE,75000,Source Verified,debt_consolidation,AR,15.26,0,0,2005,0,7,0,3824,Fully Paid
4375,36 months,150.9,C,C3,10,MORTGAGE,64000,Not Verified,credit_card,FL,14.89,1,0,1997,1,12,0,3036,Fully Paid
19000,36 months,592.68,A,A4,9,MORTGAGE,70000,Source Verified,debt_consolidation,MA,18.04,1,0,2001,1,17,0,18631,Fully Paid
2000,36 months,68.68,C,C1,10,MORTGAGE,50000,Not Verified,home_improvement,VA,20.25,0,0,1990,1,12,0,26471,Fully Paid
25000,36 months,752.87,A,A1,10,MORTGAGE,85000,Not Verified,debt_consolidation,FL,15.88,0,0,1994,0,12,0,25603,Fully Paid
14250,60 months,329.22,C,C1,10,RENT,40000,Verified,credit_card,TN,25.02,0,0,1998,0,7,0,13633,Fully Paid
6600,36 months,209.58,A,A5,7,RENT,38147,Source Verified,debt_consolidation,CA,19.88,0,0,2001,0,11,0,14433,Fully Paid
10000,36 months,332.72,B,B3,8,RENT,45000,Not Verified,debt_consolidation,FL,25.89,0,0,2003,0,10,0,15047,Fully Paid
30000,36 months,1000.59,C,C1,5,MORTGAGE,3.00E+05,Source Verified,home_improvement,TX,4.81,0,0,2000,0,7,0,10318,Fully Paid
7000,36 months,232.47,B,B3,4,MORTGAGE,75000,Not Verified,debt_consolidation,MA,9.07,2,0,1996,4,12,0,7088,Fully Paid
10000,36 months,304.36,A,A1,0,RENT,85000,Not Verified,major_purchase,NY,11.58,0,0,2001,1,15,0,5135,Fully Paid
5500,36 months,185.3,C,C1,4,RENT,101817.82,Not Verified,medical,CA,10.83,0,0,1992,1,6,0,2338,Fully Paid
3000,36 months,101.07,C,C2,2,RENT,26780,Verified,other,NC,25.28,0,0,1985,0,8,0,14980,Fully Paid
13975,36 months,471.62,B,B4,4,OWN,68000,Source Verified,debt_consolidation,AZ,6.79,0,0,2002,0,5,0,15146,Fully Paid
8000,36 months,245.63,A,A2,2,RENT,65000,Source Verified,small_business,FL,11.8,0,0,2006,0,9,0,3172,Fully Paid
13000,36 months,458.33,C,C4,10,RENT,75000,Not Verified,credit_card,NJ,12.11,0,0,1987,3,12,0,11949,Fully Paid
2800,36 months,95.68,C,C1,1,OWN,45000,Verified,credit_card,NJ,33.11,0,0,2007,1,14,0,8005,Fully Paid
16000,60 months,355.84,C,C1,0,RENT,85000,Verified,credit_card,CT,18.65,0,0,2004,2,14,0,58211,Fully Paid
6000,36 months,192.9,B,B3,10,RENT,163000,Source Verified,debt_consolidation,NY,9.62,0,0,2005,1,9,0,10371,Fully Paid
10000,36 months,321.32,B,B1,9,RENT,30000,Not Verified,credit_card,NJ,25.32,0,0,1999,0,11,0,8038,Fully Paid
18300,36 months,551.11,A,A1,2,RENT,320000,Source Verified,credit_card,NY,7.94,0,0,1998,0,11,0,18681,Fully Paid
15000,36 months,462.41,A,A3,3,OWN,35000,Not Verified,credit_card,MN,33.49,0,0,2004,1,21,0,19713,Fully Paid
14400,36 months,462.42,B,B1,10,MORTGAGE,50000,Verified,debt_consolidation,MO,25.73,0,0,2001,0,14,0,11152,Fully Paid
19000,36 months,655.39,C,C2,9,MORTGAGE,65000,Source Verified,debt_consolidation,TX,11.63,0,0,2001,1,8,0,11976,Fully Paid
20000,36 months,684.43,B,B5,8,RENT,65000,Verified,credit_card,CA,13.83,0,0,2003,0,11,0,11870,Fully Paid
21600,36 months,666.85,A,A3,1,MORTGAGE,120000,Source Verified,debt_consolidation,GA,15.84,0,0,2003,0,12,0,24339,Fully Paid
22100,60 months,671.8,G,G1,7,OWN,64000,Verified,credit_card,NY,28.22,0,0,2000,2,25,1,18848,Fully Paid
6400,36 months,217.72,C,C3,10,MORTGAGE,44000,Source Verified,debt_consolidation,CA,21.82,0,0,2001,0,5,0,5514,Fully Paid
11000,36 months,365.31,B,B3,10,RENT,30000,Not Verified,credit_card,FL,17.44,0,0,1995,2,8,0,10749,Fully Paid
14625,60 months,367.97,D,D4,9,MORTGAGE,65000,Not Verified,debt_consolidation,NC,15.56,0,0,2002,0,11,0,1196,Charged Off
