funded_amnt,term,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,acc_now_delinq,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal
8000,36 months,247.97,A,A4,1,RENT,115000,Not Verified,debt_consolidation,CA,6.72,0,0,2004,0,6,0,10495
3600,36 months,124.18,C,C5,7,MORTGAGE,50000,Verified,debt_consolidation,TX,27.82,0,0,2001,1,13,0,10093
10000,36 months,314.25,A,A5,6,MORTGAGE,58350,Source Verified,home_improvement,PA,10.88,0,0,2006,1,12,0,5400
24125,60 months,610.79,D,D5,7,MORTGAGE,55000,Verified,debt_consolidation,OK,26.49,0,0,1999,0,19,0,25851
8000,36 months,303.42,E,E3,10,RENT,111000,Verified,other,NY,3.65,0,0,2005,0,8,0,7690
13175,60 months,409.27,G,G3,5,MORTGAGE,60000,Verified,debt_consolidation,MD,20.52,0,0,2005,2,9,1,1486
9600,36 months,328.02,C,C3,10,RENT,50000,Not Verified,debt_consolidation,FL,14.74,1,0,2001,0,9,0,7169
8800,36 months,296.47,C,C1,3,RENT,96000,Verified,debt_consolidation,FL,16.79,0,0,2005,2,18,0,6796
6000,36 months,191.28,B,B1,7,RENT,35000,Source Verified,vacation,CA,23.22,0,0,2002,0,11,0,8219
1200,36 months,41.4,C,C5,10,RENT,52000,Verified,debt_consolidation,NY,14.89,0,0,1989,1,16,0,13785
9100,36 months,316.84,C,C2,6,RENT,52000,Source Verified,credit_card,IL,21.18,1,0,1995,0,14,0,23405
27000,36 months,935.84,C,C5,8,MORTGAGE,85000,Source Verified,debt_consolidation,PA,12.07,0,0,2004,1,5,0,10746
11975,60 months,305.66,D,D5,5,RENT,30000,Source Verified,debt_consolidation,UT,24.4,0,0,1989,1,13,0,9550
17475,36 months,576.01,B,B5,10,MORTGAGE,43700,Not Verified,debt_consolidation,AZ,31.74,0,0,1999,0,9,0,13697
21200,36 months,766.33,D,D2,3,RENT,70000,Source Verified,debt_consolidation,CA,14.08,0,0,2005,0,11,0,15308
7000,36 months,228.32,B,B2,4,RENT,35000,Not Verified,credit_card,CA,7.06,0,0,2004,0,5,0,7150
6800,36 months,227.46,B,B5,6,OWN,22000,Source Verified,debt_consolidation,FL,29.41,1,0,1995,0,7,0,2709
9950,36 months,337.81,B,B5,10,MORTGAGE,86000,Not Verified,debt_consolidation,AR,10.05,1,0,1999,1,12,0,3894
10200,60 months,235.49,C,C1,3,RENT,80000,Source Verified,major_purchase,NY,8.99,0,0,2010,0,9,2,1257
22800,36 months,742.57,B,B2,7,MORTGAGE,51000,Verified,debt_consolidation,CO,15.79,0,0,1987,0,15,0,19615
5000,36 months,168.74,B,B4,10,RENT,82000,Source Verified,credit_card,NY,11.09,0,0,2001,0,13,0,3254
18000,36 months,646.87,D,D4,5,MORTGAGE,50000,Verified,debt_consolidation,TX,8.23,0,0,1992,0,7,0,12194
15650,36 months,544.9,C,C5,10,RENT,52000,Not Verified,debt_consolidation,CT,32.52,0,0,2002,0,8,0,18099
6600,36 months,224.07,B,B5,10,MORTGAGE,75000,Not Verified,debt_consolidation,MD,9.38,1,0,1976,2,12,0,8571
13600,60 months,325.05,D,D2,2,MORTGAGE,45500,Verified,debt_consolidation,OH,22.5,0,0,2004,2,12,0,13535
15000,36 months,485.07,B,B2,10,OWN,60000,Not Verified,credit_card,FL,20.44,1,0,1994,1,12,0,4631
15000,60 months,306.96,A,A5,10,MORTGAGE,132000,Source Verified,credit_card,MD,20.92,0,0,2003,2,16,0,137063
4000,36 months,130.94,B,B3,8,OWN,75000,Source Verified,debt_consolidation,GA,5.69,0,0,1983,0,8,0,6962
12000,36 months,445.91,D,D5,6,RENT,78000,Source Verified,debt_consolidation,TX,21.71,0,0,2003,3,15,0,10627
9800,36 months,332.52,C,C2,10,OWN,73500,Verified,credit_card,MN,22.72,1,0,2005,0,12,1,9058
16000,36 months,510.07,B,B2,1,MORTGAGE,134000,Not Verified,home_improvement,MI,14.7,0,0,1988,0,18,2,5676
6400,36 months,203.23,A,A5,5,MORTGAGE,91520,Not Verified,debt_consolidation,NC,7.64,0,0,1997,1,10,0,7134
12000,36 months,375.49,A,A4,9,MORTGAGE,74000,Not Verified,debt_consolidation,KS,25.26,0,0,2005,1,12,0,14611
10000,36 months,301.15,A,A1,1,RENT,74000,Not Verified,major_purchase,IL,9.02,0,0,1992,0,8,0,6393
16000,60 months,408.48,D,D3,6,MORTGAGE,45000,Source Verified,home_improvement,TX,19.49,0,0,2001,1,14,0,4068
7800,36 months,244.1,A,A5,3,MORTGAGE,44013,Source Verified,debt_consolidation,VA,14.97,0,0,2005,0,9,0,6412
5525,36 months,200.44,E,E1,8,MORTGAGE,48000,Source Verified,credit_card,CA,24.35,0,0,2002,0,9,0,13736
16950,36 months,549.88,B,B3,3,MORTGAGE,75000,Verified,credit_card,CA,12.48,0,0,1972,0,13,0,18905
20000,36 months,683.46,C,C4,10,OWN,120000,Source Verified,debt_consolidation,GA,10.09,0,0,1998,0,13,0,11241
8000,36 months,282.41,D,D2,10,RENT,115000,Verified,debt_consolidation,CA,23.02,0,0,1996,2,18,0,53765
35000,60 months,936.86,E,E2,5,MORTGAGE,135000,Verified,debt_consolidation,WV,14.22,0,0,1998,4,10,1,28649
10000,36 months,329.48,B,B4,5,RENT,70000,Not Verified,debt_consolidation,NY,22.1,7,0,1977,1,20,0,5535
10000,36 months,344.95,C,C5,3,RENT,63000,Source Verified,credit_card,AZ,12.83,0,0,2002,3,16,0,7314
13675,36 months,452.06,B,B4,10,MORTGAGE,47000,Verified,debt_consolidation,WA,8.04,2,0,1997,2,8,0,2954
4000,36 months,139.88,D,D1,2,RENT,18720,Source Verified,debt_consolidation,DC,11.86,0,0,2001,1,6,0,4976
12000,36 months,408.1,C,C1,10,MORTGAGE,60000,Source Verified,debt_consolidation,VA,11.53,4,0,1993,1,17,1,8844
5000,36 months,154.71,A,A3,1,RENT,38500,Not Verified,car,NJ,5.49,0,0,1993,0,7,0,2323
25250,60 months,756.9,G,G5,10,MORTGAGE,79000,Source Verified,major_purchase,GA,28.25,0,0,1988,1,11,2,7405
18400,36 months,586.58,B,B1,3,MORTGAGE,69000,Not Verified,credit_card,WA,22.64,0,0,2003,0,10,0,34704
10000,36 months,312.86,A,A5,0,RENT,36000,Not Verified,debt_consolidation,GA,5.3,0,0,2002,0,5,0,8063
11375,60 months,339.1,F,F5,2,RENT,37965,Verified,debt_consolidation,MN,23.33,0,0,2005,1,18,0,2844
6000,36 months,182.62,A,A1,10,MORTGAGE,75000,Source Verified,car,CA,6.02,0,0,2003,0,12,0,0
15250,60 months,403.95,E,E1,1,RENT,36400,Verified,credit_card,TX,9.69,0,0,2006,0,4,0,11207
15000,36 months,492.08,B,B2,5,RENT,150000,Not Verified,debt_consolidation,CA,9.64,0,0,1997,1,8,0,34559
18700,36 months,684.72,D,D4,10,MORTGAGE,52000,Source Verified,debt_consolidation,CT,12.85,0,0,1998,1,9,0,19952
10000,36 months,340.13,C,C3,0,MORTGAGE,25000,Source Verified,major_purchase,CA,4.64,0,0,2006,0,14,0,2137
7000,36 months,225.09,B,B1,1,RENT,35000,Source Verified,credit_card,FL,15.94,0,0,2003,0,14,0,16815
20000,60 months,460.1,C,C2,2,MORTGAGE,90000,Not Verified,credit_card,CA,6.43,0,0,1985,1,17,0,16523
4700,36 months,155.37,B,B4,0,RENT,38000,Not Verified,credit_card,NV,22.39,0,0,2002,0,9,1,4522
12000,36 months,375.49,A,A4,0,RENT,70000,Source Verified,credit_card,NY,8.04,0,0,2007,0,11,0,11429
24000,36 months,750.86,A,A5,3,MORTGAGE,120000,Source Verified,debt_consolidation,PA,20.98,0,0,1994,0,13,0,44244
10000,36 months,317.54,A,A5,9,RENT,60000,Verified,credit_card,NY,9.7,2,0,1994,1,12,0,6339
5000,36 months,155.51,A,A4,10,MORTGAGE,90000,Source Verified,debt_consolidation,FL,30.41,1,0,1998,0,17,0,13956
5375,36 months,201.1,E,E2,0,RENT,15000,Source Verified,debt_consolidation,PA,13.57,0,0,2007,0,3,0,5920
11200,60 months,273.56,C,C4,5,MORTGAGE,48000,Verified,debt_consolidation,GA,28.78,2,0,2005,0,15,0,16914
10500,60 months,227.15,B,B4,0,OWN,27500,Not Verified,credit_card,TX,11.83,0,0,2010,1,4,0,2170
8000,36 months,285.78,D,D4,1,RENT,47000,Verified,debt_consolidation,NJ,21.86,0,0,2004,2,24,0,8334
11800,36 months,412.59,D,D1,7,RENT,65000,Not Verified,debt_consolidation,NY,17.21,0,0,2003,0,16,0,7578
40000,60 months,1059.54,D,D4,5,RENT,125000,Verified,debt_consolidation,MD,19.6,0,0,2001,0,15,0,56291
15000,60 months,366.37,C,C4,10,MORTGAGE,42768,Source Verified,debt_consolidation,TX,18.66,0,0,1995,0,8,1,4888
9500,60 months,214.61,C,C1,10,MORTGAGE,68000,Not Verified,medical,FL,12.64,0,0,1994,3,14,0,8280
12000,60 months,277.18,C,C4,10,MORTGAGE,60000,Source Verified,credit_card,OR,21.6,0,0,2004,0,11,0,7161
18825,36 months,617.56,B,B2,10,MORTGAGE,42000,Verified,debt_consolidation,FL,22.54,0,0,1999,0,8,0,18827
10000,36 months,356.48,D,D1,1,RENT,57000,Verified,credit_card,PA,15.33,1,0,2007,1,9,0,7607
8000,36 months,258.74,B,B1,5,OWN,42000,Source Verified,credit_card,MO,14.09,0,0,2009,0,6,0,8119
13675,60 months,344.07,D,D4,8,RENT,38000,Not Verified,credit_card,RI,30.7,0,0,2000,0,16,0,16287
16925,36 months,557.88,B,B5,10,MORTGAGE,42338,Verified,debt_consolidation,VT,21,0,0,2005,1,9,0,5324
35000,60 months,880.61,D,D4,5,MORTGAGE,97000,Verified,debt_consolidation,AZ,20.96,1,0,1993,0,7,0,1343
5000,36 months,166.05,B,B5,10,RENT,62000,Source Verified,other,OR,16.14,0,0,2002,1,5,3,2247
10000,36 months,342.22,B,B5,0,RENT,33000,Verified,credit_card,FL,31.49,0,0,2006,1,21,0,11594
5000,36 months,168.45,B,B5,2,OWN,52000,Source Verified,debt_consolidation,FL,15.76,0,0,1991,0,10,0,14248
10000,36 months,301.15,A,A1,10,OWN,45000,Source Verified,home_improvement,FL,8.03,0,0,1990,0,7,1,471
24000,36 months,762.08,A,A5,10,MORTGAGE,76000,Verified,credit_card,MN,15.09,0,0,1985,1,6,0,75166
26000,36 months,848.14,B,B4,6,MORTGAGE,120000,Verified,other,TN,1.74,0,0,2006,0,7,0,67
7200,36 months,264.04,E,E2,5,RENT,35000,Not Verified,debt_consolidation,FL,16.7,0,0,2001,3,6,0,4040
29300,60 months,658,B,B4,3,MORTGAGE,65000,Verified,major_purchase,CA,2.05,1,0,1994,0,12,0,1843
20000,36 months,630.34,A,A5,0,MORTGAGE,138600,Source Verified,credit_card,OR,12.5,0,0,2005,1,15,0,42177
14400,36 months,522.33,D,D5,6,MORTGAGE,72000,Verified,debt_consolidation,TX,22.62,2,0,2004,4,11,0,7508
5000,36 months,165.29,B,B4,0,OWN,45000,Not Verified,credit_card,TX,11.68,0,0,2000,1,11,0,11416
16000,36 months,496.9,A,A4,7,MORTGAGE,1.00E+05,Not Verified,credit_card,DE,11.74,0,0,2006,0,9,0,16075
28000,60 months,665.83,C,C3,6,MORTGAGE,144000,Verified,home_improvement,CA,5.06,0,0,1997,1,8,0,1387
4000,36 months,128.12,B,B2,9,RENT,65000,Not Verified,credit_card,NY,17.15,0,0,2003,1,9,0,4971
23000,60 months,519.68,C,C2,6,RENT,60000,Verified,debt_consolidation,CA,21.08,0,0,2007,1,7,0,12104
25000,36 months,850.2,C,C1,0,RENT,65000,Verified,credit_card,NY,10.6,0,0,2000,0,4,0,27763
4000,36 months,141.21,D,D2,6,MORTGAGE,85000,Source Verified,debt_consolidation,NJ,27.62,0,0,1999,1,19,0,15736
8000,36 months,261.71,B,B1,10,RENT,39996,Not Verified,car,NJ,22.98,0,0,1989,1,21,0,25336
5000,36 months,178.24,D,D1,3,RENT,30000,Verified,debt_consolidation,NY,28.32,0,0,2006,1,10,0,9272
10000,36 months,353.16,E,E2,3,RENT,160000,Source Verified,debt_consolidation,NJ,0.26,0,0,2007,1,5,0,2434
12000,60 months,324.58,E,E5,10,MORTGAGE,70000,Verified,home_improvement,TX,29.9,0,0,2006,0,13,0,5645
7500,36 months,244.66,B,B4,9,RENT,38000,Verified,debt_consolidation,MN,8.88,0,0,1998,1,6,1,4915
5500,36 months,187.05,C,C1,6,MORTGAGE,70000,Verified,other,OH,1.03,0,0,1984,2,3,2,1229
7075,36 months,257.53,D,D2,0,RENT,43500,Verified,other,NY,15.61,0,0,2003,2,10,0,5273
19075,60 months,529.01,E,E4,4,RENT,1.00E+05,Source Verified,major_purchase,CA,11.35,0,0,2005,0,7,0,9182
35000,60 months,1027.1,F,F4,10,RENT,89440,Verified,debt_consolidation,AZ,32.46,0,0,1995,0,10,1,1402
12000,36 months,381.04,A,A5,0,MORTGAGE,65000,Not Verified,debt_consolidation,CT,13.9,0,0,1978,1,25,0,14148
17000,36 months,561,B,B3,6,OWN,75000,Source Verified,debt_consolidation,NY,9.47,0,0,1998,0,12,0,20531
26000,36 months,999.02,F,F1,8,MORTGAGE,52000,Verified,debt_consolidation,GA,23.19,0,0,2004,1,8,0,2744
8000,36 months,263.78,B,B4,10,OWN,21600,Not Verified,renewable_energy,NJ,16.94,0,0,1988,0,10,0,2507
20000,60 months,475.7,C,C5,10,MORTGAGE,85000,Verified,credit_card,NJ,2.03,0,0,2002,4,12,1,8142
35000,60 months,808.24,C,C3,8,MORTGAGE,114000,Verified,debt_consolidation,CA,32.07,0,0,1998,1,21,0,48108
2000,36 months,70.31,C,C5,9,OWN,150000,Verified,medical,FL,14.16,3,0,2003,2,12,0,15505
6000,36 months,203.12,C,C3,7,RENT,50000,Not Verified,debt_consolidation,PA,11.67,0,0,1992,0,7,1,18186
20000,60 months,411.2,A,A5,4,MORTGAGE,112000,Not Verified,home_improvement,NY,18.17,0,0,1989,0,25,1,29826
4400,36 months,141.96,B,B3,2,RENT,39000,Source Verified,car,MO,28.68,0,0,1998,0,21,1,9908
6000,36 months,180.69,A,A1,1,MORTGAGE,55000,Not Verified,home_improvement,SC,22.69,0,0,1996,1,22,0,12
17000,36 months,539.81,A,A5,10,RENT,53000,Not Verified,credit_card,IL,17.91,0,0,1993,0,6,0,25331
13400,36 months,451.44,B,B5,2,RENT,32023,Source Verified,debt_consolidation,CA,29.82,0,0,2008,0,11,0,6254
35000,36 months,1223.77,C,C4,10,MORTGAGE,135024,Verified,debt_consolidation,CA,13.05,1,0,1988,0,17,0,24972
9750,36 months,337.94,C,C5,10,OWN,32000,Not Verified,debt_consolidation,PA,16.13,0,0,1996,0,10,1,3460
11000,36 months,396.41,D,D1,6,RENT,70000,Verified,debt_consolidation,WY,25.92,0,0,2003,1,6,1,9673
15000,36 months,535.54,C,C5,10,MORTGAGE,50000,Verified,other,FL,8.78,0,0,2000,0,10,0,9941
25100,36 months,914.37,D,D2,10,RENT,77222,Source Verified,debt_consolidation,CA,18.48,0,0,2002,0,14,0,24790
5000,36 months,168.45,B,B5,2,RENT,62000,Source Verified,other,FL,19.43,0,0,1999,0,9,0,4374
35000,60 months,893.54,E,E1,10,MORTGAGE,90000,Verified,debt_consolidation,LA,31.12,0,0,2005,0,19,0,21115
3800,36 months,130.79,C,C4,10,MORTGAGE,1.00E+05,Verified,home_improvement,CA,16.9,0,0,1992,1,10,1,28466
12900,36 months,465.47,D,D5,1,RENT,35000,Source Verified,major_purchase,NY,7.51,0,0,2011,0,11,0,5607
8000,36 months,280.47,C,C3,2,MORTGAGE,57500,Verified,credit_card,WI,29.5,2,0,1991,2,15,0,20396
13900,36 months,430.85,A,A4,0,RENT,40000,Source Verified,debt_consolidation,IL,28.17,0,0,2002,0,12,0,10878
17750,60 months,453.16,D,D3,10,OWN,53000,Not Verified,debt_consolidation,NJ,20.81,0,0,1988,2,11,0,13395
6075,36 months,208.52,C,C1,2,OWN,20400,Not Verified,credit_card,CA,20.71,1,0,2006,0,8,0,6510
10125,36 months,349.26,C,C3,4,RENT,70000,Source Verified,debt_consolidation,NY,8.13,0,0,2004,1,12,0,12410
10575,36 months,383.64,D,D3,10,RENT,29500,Not Verified,debt_consolidation,GA,8.42,0,0,2004,1,7,0,5764
7400,36 months,252.85,C,C1,0,MORTGAGE,85000,Not Verified,credit_card,KS,4.98,0,0,1994,0,9,0,3415
21900,36 months,666.54,A,A1,0,MORTGAGE,80000,Source Verified,debt_consolidation,MN,17.13,0,0,1995,1,16,0,17186
7000,36 months,247.11,D,D2,10,MORTGAGE,155500,Source Verified,other,CA,9.3,2,0,1992,1,11,0,98455
14500,60 months,362.48,D,D3,10,OWN,27600,Verified,credit_card,OK,16.26,0,0,1995,0,6,0,13346
20000,36 months,628.49,A,A5,2,MORTGAGE,75000,Source Verified,debt_consolidation,IL,10.91,2,0,1990,0,6,0,19813
23850,60 months,651.82,E,E3,10,RENT,54000,Verified,debt_consolidation,NY,14.2,0,0,1995,0,13,0,9873
35000,36 months,1080.22,A,A3,1,RENT,140000,Verified,debt_consolidation,OH,12.27,0,0,1990,0,9,0,31740
10550,60 months,251.54,C,C2,4,MORTGAGE,67225,Verified,debt_consolidation,MO,18.84,0,0,1999,1,8,0,8811
15000,36 months,555.32,D,D5,0,RENT,125000,Verified,debt_consolidation,CA,6.8,0,0,2004,0,8,0,12097
10000,36 months,318.79,B,B1,1,RENT,40000,Not Verified,credit_card,FL,11.76,0,0,2005,2,35,0,8462
10000,36 months,337.19,B,B5,10,MORTGAGE,65000,Verified,credit_card,KY,16.86,1,0,1987,4,13,0,13169
10200,36 months,366.56,D,D4,9,RENT,54000,Source Verified,debt_consolidation,NV,14.2,0,0,2006,0,15,0,7967
7200,36 months,225.26,A,A5,0,RENT,65000,Not Verified,debt_consolidation,MN,23.1,0,0,1997,0,14,0,9465
7200,36 months,250.37,C,C3,3,RENT,29000,Not Verified,credit_card,PA,22.55,0,0,2005,0,13,0,6127
3200,36 months,119.73,E,E2,10,MORTGAGE,40000,Source Verified,debt_consolidation,LA,13.86,0,0,1995,1,7,0,2491
4000,36 months,136.08,B,B5,10,MORTGAGE,51436.1,Source Verified,other,GA,25.13,0,0,1994,0,9,0,12628
9000,36 months,312.96,C,C3,8,MORTGAGE,90000,Not Verified,debt_consolidation,NJ,19.87,0,0,1990,1,15,0,35169
13000,60 months,327.09,D,D4,2,MORTGAGE,50000,Not Verified,debt_consolidation,AZ,35.86,0,0,2006,0,14,0,17538
11200,60 months,289.55,E,E2,1,RENT,28000,Verified,debt_consolidation,CA,7.5,0,0,2004,2,3,0,6239
18000,36 months,555.71,A,A3,10,MORTGAGE,110000,Not Verified,debt_consolidation,TX,21.43,3,0,1994,1,14,0,15738
13250,36 months,463.29,C,C3,10,MORTGAGE,47000,Verified,credit_card,TX,24.54,0,0,1997,2,13,0,13649
10000,36 months,312.86,A,A5,1,RENT,38000,Not Verified,credit_card,TX,38.41,0,0,2000,0,10,0,5033
12000,36 months,373.22,A,A4,3,RENT,63000,Not Verified,debt_consolidation,IL,19.03,0,0,2005,1,17,0,16277
3000,36 months,104.15,C,C2,1,RENT,50000,Not Verified,home_improvement,MD,24.48,0,0,2006,0,16,0,8607
35000,36 months,1273.96,D,D5,10,OWN,170000,Source Verified,debt_consolidation,TX,16.04,1,0,2002,1,14,0,41435
25000,60 months,662.21,E,E4,0,MORTGAGE,125000,Not Verified,home_improvement,PA,20.64,0,0,2000,3,12,0,79242
13950,36 months,494.24,D,D2,8,MORTGAGE,63000,Verified,debt_consolidation,CT,18.74,2,0,1993,0,8,0,20219
10000,36 months,305.31,A,A2,7,MORTGAGE,86000,Source Verified,debt_consolidation,TX,7.35,0,0,2005,0,7,0,6128
21075,60 months,594,F,F1,10,OWN,48000,Source Verified,debt_consolidation,TX,27.7,0,0,1992,2,8,0,23388
8000,36 months,263.93,B,B5,10,MORTGAGE,73000,Verified,debt_consolidation,CT,27.83,0,0,2005,2,23,0,27128
9600,36 months,314.25,B,B4,10,MORTGAGE,75000,Source Verified,credit_card,MS,29.25,0,0,1997,0,19,1,10816
9600,36 months,328.53,B,B5,4,MORTGAGE,45000,Not Verified,debt_consolidation,IL,16.96,0,0,2007,1,12,0,10192
31425,36 months,1098.77,D,D1,5,MORTGAGE,75000,Verified,credit_card,WA,22.34,0,0,1999,0,9,0,10076
32000,60 months,957.91,G,G4,10,MORTGAGE,196000,Verified,home_improvement,CA,14.34,0,0,2002,4,20,0,11639
15000,36 months,506.21,B,B4,3,MORTGAGE,60000,Verified,debt_consolidation,AZ,33.2,0,0,1998,1,12,1,12495
3000,36 months,99.23,B,B3,2,RENT,37000,Source Verified,major_purchase,GA,16.8,0,0,2000,0,4,0,413
10000,36 months,341.05,C,C4,3,RENT,50500,Verified,credit_card,CA,17.42,0,0,2006,2,8,0,9052
20000,36 months,625.81,A,A4,6,MORTGAGE,65000,Verified,debt_consolidation,FL,8.95,0,0,1999,0,9,0,27493
15000,36 months,471.3,B,B1,0,RENT,65000,Source Verified,credit_card,FL,5.48,0,0,2002,0,5,0,11135
12000,36 months,408.22,C,C3,6,RENT,1.00E+05,Not Verified,debt_consolidation,CA,21.08,0,0,2012,3,8,0,10365
20000,36 months,608.72,A,A1,10,MORTGAGE,71600,Verified,credit_card,CA,14.87,0,0,1975,1,18,0,38915
4000,36 months,135.73,C,C1,6,RENT,40000,Source Verified,other,NY,22.59,0,0,1998,0,14,0,22258
24925,36 months,776.7,A,A3,10,MORTGAGE,56000,Verified,debt_consolidation,IN,25.37,0,0,1991,0,16,0,33164
15000,36 months,500.73,B,B4,10,RENT,65000,Verified,debt_consolidation,PA,23.01,0,0,1990,3,11,0,50302
7050,36 months,260.11,D,D5,7,RENT,35000,Not Verified,debt_consolidation,CA,25.18,0,0,2008,0,6,0,4493
35000,36 months,1142.22,B,B4,10,MORTGAGE,110000,Source Verified,credit_card,GA,25.38,0,0,1990,1,12,0,48591
16000,60 months,388.67,D,D4,3,MORTGAGE,233000,Not Verified,small_business,CA,13.58,0,0,1994,3,13,0,43305
12000,60 months,293.67,D,D2,0,RENT,45000,Source Verified,debt_consolidation,MA,20.72,0,0,2001,0,4,0,13113
28000,60 months,737.48,D,D5,7,RENT,120000,Verified,debt_consolidation,NY,18.24,0,0,2007,1,14,0,24024
13000,36 months,396.91,A,A2,10,RENT,122000,Source Verified,debt_consolidation,NY,4.77,1,0,1992,0,27,0,12060
24250,36 months,755.67,A,A3,2,MORTGAGE,55000,Verified,credit_card,CO,24.46,0,0,1994,0,8,0,23718
6000,36 months,211.81,C,C4,9,MORTGAGE,45000,Verified,credit_card,IL,33.68,0,0,2000,3,13,0,7390
10000,36 months,323.43,B,B1,10,MORTGAGE,65000,Verified,debt_consolidation,VA,15.5,0,0,1991,0,9,0,30508
5775,36 months,201.08,C,C2,10,RENT,60000,Source Verified,debt_consolidation,SC,4.08,0,0,1996,2,8,0,10088
9000,36 months,297.52,B,B4,8,RENT,75000,Verified,debt_consolidation,NJ,3.63,1,0,2006,2,9,0,10315
29325,36 months,1053.86,D,D2,10,OWN,70000,Verified,debt_consolidation,NY,27.05,1,0,1983,1,13,0,31444
18200,60 months,445.4,C,C4,10,RENT,80000,Verified,debt_consolidation,NY,21.22,0,0,2000,0,11,1,14144
4000,36 months,130.94,B,B3,7,RENT,110000,Not Verified,debt_consolidation,CA,16.89,0,0,2002,1,8,0,11257
35000,36 months,1145.69,B,B3,10,MORTGAGE,90000,Verified,credit_card,IN,9.06,0,0,1995,2,24,0,23029
7200,36 months,247.13,C,C1,6,OWN,56000,Verified,debt_consolidation,AR,16.85,0,0,2003,4,10,0,1442
20600,60 months,559.39,E,E3,7,MORTGAGE,56056,Not Verified,debt_consolidation,OH,22.16,0,0,1995,1,17,1,7801
11500,36 months,403.18,C,C3,5,MORTGAGE,35000,Source Verified,credit_card,VA,25.78,1,0,1998,0,13,0,15401
24000,60 months,528.19,B,B5,4,RENT,80000,Verified,debt_consolidation,NV,24.83,0,0,2003,1,14,0,13877
16200,60 months,492.45,G,G1,8,RENT,45000,Verified,debt_consolidation,MA,2,0,0,1991,0,8,0,2964
14300,60 months,342.53,C,C2,2,MORTGAGE,41000,Verified,debt_consolidation,TX,20.4,0,0,2006,0,10,0,19303
17000,36 months,625.05,D,D5,0,RENT,78000,Verified,debt_consolidation,CA,13.52,0,0,2002,0,5,0,11369
35000,60 months,880.61,D,D4,8,RENT,155000,Verified,credit_card,UT,18.43,0,0,2002,0,13,0,35130
12000,36 months,404.27,C,C1,10,MORTGAGE,180000,Verified,debt_consolidation,NJ,22.3,0,0,1988,0,20,0,114641
20000,36 months,643.47,B,B3,10,MORTGAGE,56000,Source Verified,other,UT,13.74,0,0,2001,0,14,1,21259
12000,60 months,343.55,F,F4,7,MORTGAGE,50000,Verified,other,KS,28.32,0,0,2005,4,12,0,21973
25000,36 months,855.73,D,D1,0,RENT,90000,Verified,debt_consolidation,DC,11.67,0,0,1998,0,13,0,17958
18200,60 months,497.41,D,D5,2,MORTGAGE,125000,Source Verified,credit_card,NC,14.11,0,0,1992,1,39,0,26537
9000,36 months,330.82,D,D3,0,RENT,50003,Not Verified,debt_consolidation,NH,14.21,0,0,2006,2,10,0,5514
5000,36 months,166.91,B,B4,9,MORTGAGE,62000,Not Verified,debt_consolidation,MN,13.78,0,0,1984,0,9,0,7269
10000,36 months,335.69,C,C1,0,MORTGAGE,180000,Verified,moving,LA,9.93,2,0,1998,0,8,0,903
30000,60 months,697.9,C,C4,0,MORTGAGE,140000,Verified,debt_consolidation,MD,23.74,1,0,1999,1,9,0,125900
12000,36 months,367.19,A,A2,10,OWN,40000,Not Verified,credit_card,MI,21.27,1,0,1989,0,11,0,11577
18875,36 months,668.17,D,D3,10,MORTGAGE,45000,Source Verified,debt_consolidation,IL,15.31,0,0,1985,0,12,0,16642
17000,36 months,568.64,B,B5,10,RENT,180000,Not Verified,credit_card,NY,14.55,0,0,2007,1,13,0,30670
9600,36 months,352.15,D,D4,2,MORTGAGE,120000,Verified,debt_consolidation,MI,9.18,1,0,1993,6,9,0,13848
21250,60 months,531.21,C,C5,7,MORTGAGE,208000,Verified,home_improvement,LA,9.43,0,0,1990,1,13,0,7405
12000,36 months,381.04,A,A5,7,MORTGAGE,104000,Source Verified,debt_consolidation,PA,15.45,0,0,2003,0,9,0,8328
8000,36 months,251.36,B,B1,9,MORTGAGE,42500,Not Verified,debt_consolidation,OK,18.05,0,0,1998,2,14,1,8823
7150,36 months,254.89,D,D1,6,RENT,52750,Verified,debt_consolidation,SC,25.95,0,0,2008,1,9,0,11736
4200,36 months,153.94,E,E1,5,RENT,35000,Not Verified,vacation,NM,38.51,0,0,2004,2,10,0,7427
4300,36 months,149.72,C,C2,1,RENT,52000,Not Verified,debt_consolidation,TX,11.22,0,0,2003,1,6,0,3597
10800,36 months,364.47,B,B4,10,MORTGAGE,98027,Verified,debt_consolidation,WA,19.42,0,0,1999,2,10,0,16775
15000,36 months,561.21,E,E1,1,RENT,73000,Not Verified,credit_card,CA,7.12,0,0,2000,1,6,0,15343
5000,36 months,154.21,A,A4,6,RENT,20000,Source Verified,debt_consolidation,GA,21.55,0,0,2005,1,23,1,11807
18500,36 months,583.92,B,B1,1,MORTGAGE,58000,Not Verified,debt_consolidation,WA,21.23,0,0,1999,0,9,1,4399
12200,36 months,399.36,B,B3,4,MORTGAGE,45000,Not Verified,credit_card,PA,21.01,0,0,2005,0,10,0,10293
8000,36 months,269.52,C,C1,10,RENT,48000,Not Verified,debt_consolidation,LA,14.82,0,0,2000,3,17,0,13589
